Component ID,Component Name,ST,Supplier Number,Supplier Name,Open Units,Safety Stock,Units in RI,PO Units Past Due,MonthNo,Sum of Available,PO Units Due,Monthly Starts
123413,CAST PELLET POP AND DBM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2023-12-01 00:00:00,0,0,0
123413,CAST PELLET POP AND DBM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-01-01 00:00:00,0,0,0
123413,CAST PELLET POP AND DBM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-02-01 00:00:00,0,0,0
123413,CAST PELLET POP AND DBM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-03-01 00:00:00,0,0,0
123413,CAST PELLET POP AND DBM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-04-01 00:00:00,0,0,0
123413,CAST PELLET POP AND DBM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-05-01 00:00:00,0,0,0
123413,CAST PELLET POP AND DBM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-06-01 00:00:00,0,0,0
123413,CAST PELLET POP AND DBM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-07-01 00:00:00,0,0,0
123413,CAST PELLET POP AND DBM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-08-01 00:00:00,0,0,0
123413,CAST PELLET POP AND DBM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-09-01 00:00:00,0,0,0
123413,CAST PELLET POP AND DBM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-10-01 00:00:00,0,0,0
123413,CAST PELLET POP AND DBM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-11-01 00:00:00,0,0,0
123884,CAST PELLET POP AND DBM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2023-06-01 00:00:00,0,0,0
123884,CAST PELLET POP AND DBM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2023-07-01 00:00:00,0,0,0
123884,CAST PELLET POP AND DBM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2023-08-01 00:00:00,0,0,0
123884,CAST PELLET POP AND DBM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2023-09-01 00:00:00,0,0,0
123884,CAST PELLET POP AND DBM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2023-10-01 00:00:00,0,0,0
123884,CAST PELLET POP AND DBM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2023-11-01 00:00:00,0,0,0
123884,CAST PELLET POP AND DBM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2023-12-01 00:00:00,0,0,0
123884,CAST PELLET POP AND DBM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-01-01 00:00:00,0,0,0
123884,CAST PELLET POP AND DBM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-02-01 00:00:00,0,0,0
123884,CAST PELLET POP AND DBM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-03-01 00:00:00,0,0,0
123884,CAST PELLET POP AND DBM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-04-01 00:00:00,0,0,0
123884,CAST PELLET POP AND DBM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-05-01 00:00:00,0,0,0
123884,CAST PELLET POP AND DBM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-06-01 00:00:00,0,0,0
123884,CAST PELLET POP AND DBM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-07-01 00:00:00,0,0,0
123884,CAST PELLET POP AND DBM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-08-01 00:00:00,0,0,0
123884,CAST PELLET POP AND DBM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-09-01 00:00:00,0,0,0
123884,CAST PELLET POP AND DBM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-10-01 00:00:00,0,0,0
123884,CAST PELLET POP AND DBM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-11-01 00:00:00,0,0,0
127155,SAWBONE PARTICULATE 2.8-6.7MM,P,363502,SUPPORT ITEM -NO SUPPLIER,1449,0,0,0,2023-06-01 00:00:00,1449,0,0
127155,SAWBONE PARTICULATE 2.8-6.7MM,P,363502,SUPPORT ITEM -NO SUPPLIER,1449,0,0,0,2023-07-01 00:00:00,1449,0,0
127155,SAWBONE PARTICULATE 2.8-6.7MM,P,363502,SUPPORT ITEM -NO SUPPLIER,1449,0,0,0,2023-08-01 00:00:00,1449,0,0
127155,SAWBONE PARTICULATE 2.8-6.7MM,P,363502,SUPPORT ITEM -NO SUPPLIER,1449,0,0,0,2023-09-01 00:00:00,1449,0,0
127155,SAWBONE PARTICULATE 2.8-6.7MM,P,363502,SUPPORT ITEM -NO SUPPLIER,1449,0,0,0,2023-10-01 00:00:00,1449,0,0
127155,SAWBONE PARTICULATE 2.8-6.7MM,P,363502,SUPPORT ITEM -NO SUPPLIER,1449,0,0,0,2023-11-01 00:00:00,1449,0,0
127155,SAWBONE PARTICULATE 2.8-6.7MM,P,363502,SUPPORT ITEM -NO SUPPLIER,1449,0,0,0,2023-12-01 00:00:00,1449,0,0
127155,SAWBONE PARTICULATE 2.8-6.7MM,P,363502,SUPPORT ITEM -NO SUPPLIER,1449,0,0,0,2024-01-01 00:00:00,1449,0,0
127155,SAWBONE PARTICULATE 2.8-6.7MM,P,363502,SUPPORT ITEM -NO SUPPLIER,1449,0,0,0,2024-02-01 00:00:00,1449,0,0
127155,SAWBONE PARTICULATE 2.8-6.7MM,P,363502,SUPPORT ITEM -NO SUPPLIER,1449,0,0,0,2024-03-01 00:00:00,1449,0,0
127155,SAWBONE PARTICULATE 2.8-6.7MM,P,363502,SUPPORT ITEM -NO SUPPLIER,1449,0,0,0,2024-04-01 00:00:00,1449,0,0
127155,SAWBONE PARTICULATE 2.8-6.7MM,P,363502,SUPPORT ITEM -NO SUPPLIER,1449,0,0,0,2024-05-01 00:00:00,1449,0,0
127155,SAWBONE PARTICULATE 2.8-6.7MM,P,363502,SUPPORT ITEM -NO SUPPLIER,1449,0,0,0,2024-06-01 00:00:00,1449,0,0
127155,SAWBONE PARTICULATE 2.8-6.7MM,P,363502,SUPPORT ITEM -NO SUPPLIER,1449,0,0,0,2024-07-01 00:00:00,1449,0,0
127155,SAWBONE PARTICULATE 2.8-6.7MM,P,363502,SUPPORT ITEM -NO SUPPLIER,1449,0,0,0,2024-08-01 00:00:00,1449,0,0
127155,SAWBONE PARTICULATE 2.8-6.7MM,P,363502,SUPPORT ITEM -NO SUPPLIER,1449,0,0,0,2024-09-01 00:00:00,1449,0,0
127155,SAWBONE PARTICULATE 2.8-6.7MM,P,363502,SUPPORT ITEM -NO SUPPLIER,1449,0,0,0,2024-10-01 00:00:00,1449,0,0
127155,SAWBONE PARTICULATE 2.8-6.7MM,P,363502,SUPPORT ITEM -NO SUPPLIER,1449,0,0,0,2024-11-01 00:00:00,1449,0,0
128712,SAWBONE PARTICULATE 4-10 MM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2023-06-01 00:00:00,0,0,0
128712,SAWBONE PARTICULATE 4-10 MM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2023-07-01 00:00:00,0,0,0
128712,SAWBONE PARTICULATE 4-10 MM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2023-08-01 00:00:00,0,0,0
128712,SAWBONE PARTICULATE 4-10 MM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2023-09-01 00:00:00,0,0,0
128712,SAWBONE PARTICULATE 4-10 MM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2023-10-01 00:00:00,0,0,0
128712,SAWBONE PARTICULATE 4-10 MM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2023-11-01 00:00:00,0,0,0
128712,SAWBONE PARTICULATE 4-10 MM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2023-12-01 00:00:00,0,0,0
128712,SAWBONE PARTICULATE 4-10 MM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-01-01 00:00:00,0,0,0
128712,SAWBONE PARTICULATE 4-10 MM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-02-01 00:00:00,0,0,0
128712,SAWBONE PARTICULATE 4-10 MM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-03-01 00:00:00,0,0,0
128712,SAWBONE PARTICULATE 4-10 MM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-04-01 00:00:00,0,0,0
128712,SAWBONE PARTICULATE 4-10 MM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-05-01 00:00:00,0,0,0
128712,SAWBONE PARTICULATE 4-10 MM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-06-01 00:00:00,0,0,0
128712,SAWBONE PARTICULATE 4-10 MM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-07-01 00:00:00,0,0,0
128712,SAWBONE PARTICULATE 4-10 MM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-08-01 00:00:00,0,0,0
128712,SAWBONE PARTICULATE 4-10 MM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-09-01 00:00:00,0,0,0
128712,SAWBONE PARTICULATE 4-10 MM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-10-01 00:00:00,0,0,0
128712,SAWBONE PARTICULATE 4-10 MM,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-11-01 00:00:00,0,0,0
129218,FOAM RETICULATED 80PPI,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2023-06-01 00:00:00,0,0,0
129218,FOAM RETICULATED 80PPI,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2023-07-01 00:00:00,0,0,0
129218,FOAM RETICULATED 80PPI,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2023-08-01 00:00:00,0,0,0
129218,FOAM RETICULATED 80PPI,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2023-09-01 00:00:00,0,0,0
129218,FOAM RETICULATED 80PPI,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2023-10-01 00:00:00,0,0,0
129218,FOAM RETICULATED 80PPI,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2023-11-01 00:00:00,0,0,0
129218,FOAM RETICULATED 80PPI,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2023-12-01 00:00:00,0,0,0
129218,FOAM RETICULATED 80PPI,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-01-01 00:00:00,0,0,0
129218,FOAM RETICULATED 80PPI,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-02-01 00:00:00,0,0,0
129218,FOAM RETICULATED 80PPI,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-03-01 00:00:00,0,0,0
129218,FOAM RETICULATED 80PPI,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-04-01 00:00:00,0,0,0
129218,FOAM RETICULATED 80PPI,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-05-01 00:00:00,0,0,0
129218,FOAM RETICULATED 80PPI,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-06-01 00:00:00,0,0,0
129218,FOAM RETICULATED 80PPI,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-07-01 00:00:00,0,0,0
129218,FOAM RETICULATED 80PPI,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-08-01 00:00:00,0,0,0
129218,FOAM RETICULATED 80PPI,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-09-01 00:00:00,0,0,0
129218,FOAM RETICULATED 80PPI,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-10-01 00:00:00,0,0,0
129218,FOAM RETICULATED 80PPI,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-11-01 00:00:00,0,0,0
131576,INST BENDER SM ABS MOLD NEEDLE,P,363502,SUPPORT ITEM -NO SUPPLIER,0,215,0,0,2023-06-01 00:00:00,0,0,0
131576,INST BENDER SM ABS MOLD NEEDLE,P,363502,SUPPORT ITEM -NO SUPPLIER,0,215,0,0,2023-07-01 00:00:00,0,0,0
131576,INST BENDER SM ABS MOLD NEEDLE,P,363502,SUPPORT ITEM -NO SUPPLIER,0,215,0,0,2023-08-01 00:00:00,0,0,0
131576,INST BENDER SM ABS MOLD NEEDLE,P,363502,SUPPORT ITEM -NO SUPPLIER,0,215,0,0,2023-09-01 00:00:00,0,0,0
131576,INST BENDER SM ABS MOLD NEEDLE,P,363502,SUPPORT ITEM -NO SUPPLIER,0,215,0,0,2023-10-01 00:00:00,0,0,0
131576,INST BENDER SM ABS MOLD NEEDLE,P,363502,SUPPORT ITEM -NO SUPPLIER,0,215,0,0,2023-11-01 00:00:00,0,0,0
131576,INST BENDER SM ABS MOLD NEEDLE,P,363502,SUPPORT ITEM -NO SUPPLIER,0,215,0,0,2023-12-01 00:00:00,0,0,0
131576,INST BENDER SM ABS MOLD NEEDLE,P,363502,SUPPORT ITEM -NO SUPPLIER,0,215,0,0,2024-01-01 00:00:00,0,0,0
131576,INST BENDER SM ABS MOLD NEEDLE,P,363502,SUPPORT ITEM -NO SUPPLIER,0,215,0,0,2024-02-01 00:00:00,0,0,0
131576,INST BENDER SM ABS MOLD NEEDLE,P,363502,SUPPORT ITEM -NO SUPPLIER,0,215,0,0,2024-03-01 00:00:00,0,0,0
131576,INST BENDER SM ABS MOLD NEEDLE,P,363502,SUPPORT ITEM -NO SUPPLIER,0,215,0,0,2024-04-01 00:00:00,0,0,0
131576,INST BENDER SM ABS MOLD NEEDLE,P,363502,SUPPORT ITEM -NO SUPPLIER,0,215,0,0,2024-05-01 00:00:00,0,0,0
131576,INST BENDER SM ABS MOLD NEEDLE,P,363502,SUPPORT ITEM -NO SUPPLIER,0,215,0,0,2024-06-01 00:00:00,0,0,0
131576,INST BENDER SM ABS MOLD NEEDLE,P,363502,SUPPORT ITEM -NO SUPPLIER,0,215,0,0,2024-07-01 00:00:00,0,0,0
131576,INST BENDER SM ABS MOLD NEEDLE,P,363502,SUPPORT ITEM -NO SUPPLIER,0,215,0,0,2024-08-01 00:00:00,0,0,0
131576,INST BENDER SM ABS MOLD NEEDLE,P,363502,SUPPORT ITEM -NO SUPPLIER,0,215,0,0,2024-09-01 00:00:00,0,0,0
131576,INST BENDER SM ABS MOLD NEEDLE,P,363502,SUPPORT ITEM -NO SUPPLIER,0,215,0,0,2024-10-01 00:00:00,0,0,0
131576,INST BENDER SM ABS MOLD NEEDLE,P,363502,SUPPORT ITEM -NO SUPPLIER,0,215,0,0,2024-11-01 00:00:00,0,0,0
136261,INST BLOCK DEMO SAMPLE 2.5CM,P,363502,SUPPORT ITEM -NO SUPPLIER,3920,93,0,0,2023-06-01 00:00:00,3920,0,0
136261,INST BLOCK DEMO SAMPLE 2.5CM,P,363502,SUPPORT ITEM -NO SUPPLIER,3920,93,0,0,2023-07-01 00:00:00,3920,0,0
136261,INST BLOCK DEMO SAMPLE 2.5CM,P,363502,SUPPORT ITEM -NO SUPPLIER,3920,93,0,0,2023-08-01 00:00:00,3920,0,0
136261,INST BLOCK DEMO SAMPLE 2.5CM,P,363502,SUPPORT ITEM -NO SUPPLIER,3920,93,0,0,2023-09-01 00:00:00,3920,0,0
136261,INST BLOCK DEMO SAMPLE 2.5CM,P,363502,SUPPORT ITEM -NO SUPPLIER,3920,93,0,0,2023-10-01 00:00:00,3920,0,0
136261,INST BLOCK DEMO SAMPLE 2.5CM,P,363502,SUPPORT ITEM -NO SUPPLIER,3920,93,0,0,2023-11-01 00:00:00,3920,0,0
136261,INST BLOCK DEMO SAMPLE 2.5CM,P,363502,SUPPORT ITEM -NO SUPPLIER,3920,93,0,0,2023-12-01 00:00:00,3920,0,0
136261,INST BLOCK DEMO SAMPLE 2.5CM,P,363502,SUPPORT ITEM -NO SUPPLIER,3920,93,0,0,2024-01-01 00:00:00,3920,0,0
136261,INST BLOCK DEMO SAMPLE 2.5CM,P,363502,SUPPORT ITEM -NO SUPPLIER,3920,93,0,0,2024-02-01 00:00:00,3920,0,0
136261,INST BLOCK DEMO SAMPLE 2.5CM,P,363502,SUPPORT ITEM -NO SUPPLIER,3920,93,0,0,2024-03-01 00:00:00,3920,0,0
136261,INST BLOCK DEMO SAMPLE 2.5CM,P,363502,SUPPORT ITEM -NO SUPPLIER,3920,93,0,0,2024-04-01 00:00:00,3920,0,0
136261,INST BLOCK DEMO SAMPLE 2.5CM,P,363502,SUPPORT ITEM -NO SUPPLIER,3920,93,0,0,2024-05-01 00:00:00,3920,0,0
136261,INST BLOCK DEMO SAMPLE 2.5CM,P,363502,SUPPORT ITEM -NO SUPPLIER,3920,93,0,0,2024-06-01 00:00:00,3920,0,0
136261,INST BLOCK DEMO SAMPLE 2.5CM,P,363502,SUPPORT ITEM -NO SUPPLIER,3920,93,0,0,2024-07-01 00:00:00,3920,0,0
136261,INST BLOCK DEMO SAMPLE 2.5CM,P,363502,SUPPORT ITEM -NO SUPPLIER,3920,93,0,0,2024-08-01 00:00:00,3920,0,0
136261,INST BLOCK DEMO SAMPLE 2.5CM,P,363502,SUPPORT ITEM -NO SUPPLIER,3920,93,0,0,2024-09-01 00:00:00,3920,0,0
136261,INST BLOCK DEMO SAMPLE 2.5CM,P,363502,SUPPORT ITEM -NO SUPPLIER,3920,93,0,0,2024-10-01 00:00:00,3920,0,0
136261,INST BLOCK DEMO SAMPLE 2.5CM,P,363502,SUPPORT ITEM -NO SUPPLIER,3920,93,0,0,2024-11-01 00:00:00,3920,0,0
155952,PKG INSRT ALLOMATRIX 3CC,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2023-06-01 00:00:00,0,0,0
155952,PKG INSRT ALLOMATRIX 3CC,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2023-07-01 00:00:00,0,0,0
155952,PKG INSRT ALLOMATRIX 3CC,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2023-08-01 00:00:00,0,0,0
155952,PKG INSRT ALLOMATRIX 3CC,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2023-09-01 00:00:00,0,0,0
155952,PKG INSRT ALLOMATRIX 3CC,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2023-10-01 00:00:00,0,0,0
155952,PKG INSRT ALLOMATRIX 3CC,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2023-11-01 00:00:00,0,0,0
155952,PKG INSRT ALLOMATRIX 3CC,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2023-12-01 00:00:00,0,0,0
155952,PKG INSRT ALLOMATRIX 3CC,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-01-01 00:00:00,0,0,0
155952,PKG INSRT ALLOMATRIX 3CC,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-02-01 00:00:00,0,0,0
155952,PKG INSRT ALLOMATRIX 3CC,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-03-01 00:00:00,0,0,0
155952,PKG INSRT ALLOMATRIX 3CC,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-04-01 00:00:00,0,0,0
155952,PKG INSRT ALLOMATRIX 3CC,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-05-01 00:00:00,0,0,0
155952,PKG INSRT ALLOMATRIX 3CC,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-06-01 00:00:00,0,0,0
155952,PKG INSRT ALLOMATRIX 3CC,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-07-01 00:00:00,0,0,0
155952,PKG INSRT ALLOMATRIX 3CC,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-08-01 00:00:00,0,0,0
155952,PKG INSRT ALLOMATRIX 3CC,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-09-01 00:00:00,0,0,0
155952,PKG INSRT ALLOMATRIX 3CC,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-10-01 00:00:00,0,0,0
155952,PKG INSRT ALLOMATRIX 3CC,P,363502,SUPPORT ITEM -NO SUPPLIER,0,0,0,0,2024-11-01 00:00:00,0,0,0
U40102,BLISTER OUTER PERF REV BSPLT,P,358084,CARTOLUX,2500,0,0,0,2023-06-01 00:00:00,2500,0,0
U40102,BLISTER OUTER PERF REV BSPLT,P,358084,CARTOLUX,2500,0,0,0,2023-07-01 00:00:00,2500,0,0
U40102,BLISTER OUTER PERF REV BSPLT,P,358084,CARTOLUX,2500,0,0,0,2023-08-01 00:00:00,2500,0,0
U40102,BLISTER OUTER PERF REV BSPLT,P,358084,CARTOLUX,2500,0,0,0,2023-09-01 00:00:00,2500,0,0
U40102,BLISTER OUTER PERF REV BSPLT,P,358084,CARTOLUX,2500,0,0,0,2023-10-01 00:00:00,2500,0,0
U40102,BLISTER OUTER PERF REV BSPLT,P,358084,CARTOLUX,2500,0,0,0,2023-11-01 00:00:00,2500,0,0
U40102,BLISTER OUTER PERF REV BSPLT,P,358084,CARTOLUX,2500,0,0,0,2023-12-01 00:00:00,2500,0,0
U40102,BLISTER OUTER PERF REV BSPLT,P,358084,CARTOLUX,2500,0,0,0,2024-01-01 00:00:00,2500,0,0
U40102,BLISTER OUTER PERF REV BSPLT,P,358084,CARTOLUX,2500,0,0,0,2024-02-01 00:00:00,2500,0,0
U40102,BLISTER OUTER PERF REV BSPLT,P,358084,CARTOLUX,2500,0,0,0,2024-03-01 00:00:00,2500,0,0
U40102,BLISTER OUTER PERF REV BSPLT,P,358084,CARTOLUX,2500,0,0,0,2024-04-01 00:00:00,2500,0,0
U40102,BLISTER OUTER PERF REV BSPLT,P,358084,CARTOLUX,2500,0,0,0,2024-05-01 00:00:00,2500,0,0
U40102,BLISTER OUTER PERF REV BSPLT,P,358084,CARTOLUX,2500,0,0,0,2024-06-01 00:00:00,2500,0,0
U40102,BLISTER OUTER PERF REV BSPLT,P,358084,CARTOLUX,2500,0,0,0,2024-07-01 00:00:00,2500,0,0
U40102,BLISTER OUTER PERF REV BSPLT,P,358084,CARTOLUX,2500,0,0,0,2024-08-01 00:00:00,2500,0,0
U40102,BLISTER OUTER PERF REV BSPLT,P,358084,CARTOLUX,2500,0,0,0,2024-09-01 00:00:00,2500,0,0
U40102,BLISTER OUTER PERF REV BSPLT,P,358084,CARTOLUX,2500,0,0,0,2024-10-01 00:00:00,2500,0,0
U40102,BLISTER OUTER PERF REV BSPLT,P,358084,CARTOLUX,2500,0,0,0,2024-11-01 00:00:00,2500,0,0
U40172,BLISTER INNER PERF REV BSPLT,P,358084,CARTOLUX,3000,0,0,0,2023-06-01 00:00:00,3000,0,0
U40172,BLISTER INNER PERF REV BSPLT,P,358084,CARTOLUX,3000,0,0,0,2023-07-01 00:00:00,3000,0,0
U40172,BLISTER INNER PERF REV BSPLT,P,358084,CARTOLUX,3000,0,0,0,2023-08-01 00:00:00,3000,0,0
U40172,BLISTER INNER PERF REV BSPLT,P,358084,CARTOLUX,3000,0,0,0,2023-09-01 00:00:00,3000,0,0
U40172,BLISTER INNER PERF REV BSPLT,P,358084,CARTOLUX,3000,0,0,0,2023-10-01 00:00:00,3000,0,0
